9.975670590287533113e-02,1.706538343179772599e-01,-8.539809410107731397e-03,5.290314344268292474e-02,-2.293734974539096416e-01,-2.021458775248343720e-01
1.016594650969621649e-01,1.672294957919218394e-01,-8.699513593122112920e-03,5.169793994172749291e-02,-2.259236064758341767e-01,-1.984891148569775943e-01
1.034595432485540395e-01,1.638735110211199386e-01,-8.844124987149922651e-03,5.055268451249340239e-02,-2.225150191912001196e-01,-1.948918733110533708e-01
1.051603501462649165e-01,1.605845398243033184e-01,-8.974393824167588990e-03,4.944811302296311939e-02,-2.191479729401964727e-01,-1.913536132572556669e-01
1.067651749107715459e-01,1.573612667620483407e-01,-9.091034215647712802e-03,4.837674991059329188e-02,-2.158225511538478247e-01,-1.878737030164032984e-01
1.082772113904154204e-01,1.542024008183264794e-01,-9.194730177061016807e-03,4.733465211195225786e-02,-2.125387673427551471e-01,-1.844514814232121047e-01
1.096995550995288615e-01,1.511066748978028007e-01,-9.286133241221870838e-03,4.631934371739508671e-02,-2.092965880097246156e-01,-1.810862722169027661e-01
1.110352073432083198e-01,1.480728455173381530e-01,-9.365865085385338684e-03,4.532908000432041284e-02,-2.060959441493602495e-01,-1.777773899041345529e-01
1.122870778109008594e-01,1.450996924469251936e-01,-9.434518869994776985e-03,4.436252774612160776e-02,-2.029367374098940136e-01,-1.745241426617118174e-01
1.134579871783571864e-01,1.421860183509573994e-01,-9.492660523295866695e-03,4.341860667072969249e-02,-1.998188440915029118e-01,-1.713258341402424945e-01
1.145506697245983058e-01,1.393306484301252424e-01,-9.540829974189065157e-03,4.249640294731377860e-02,-1.967421180583232843e-01,-1.681817647717444297e-01
1.155677759505511215e-01,1.365324300642938304e-01,-9.579542334195164516e-03,4.159511838756825564e-02,-1.937063930485586616e-01,-1.650912328277550634e-01
1.165118751881532577e-01,1.337902324566951906e-01,-9.609289029622526679e-03,4.071403882003247349e-02,-1.907114846260567487e-01,-1.620535353408817936e-01
1.173854581943847286e-01,1.311029462797301259e-01,-9.630538885436903604e-03,3.985251343097859222e-02,-1.877571919075269602e-01,-1.590679689453558532e-01
1.181909397302091103e-01,1.284694833226472654e-01,-9.643739162671730383e-03,3.900994071758934201e-02,-1.848432991460604857e-01,-1.561338306643625107e-01
1.189306611293479976e-01,1.258887761413202411e-01,-9.649316551455407176e-03,3.818575861742545124e-02,-1.819695772240004228e-01,-1.532504186563015403e-01
1.196068928663782671e-01,1.233597777103225546e-01,-9.647678121898359271e-03,3.737943739704475965e-02,-1.791357850935990925e-01,-1.504170329212003443e-01
1.202218371379976253e-01,1.208814610774548576e-01,-9.639212235192175932e-03,3.659047445848706559e-02,-1.763416711962777217e-01,-1.476329759581188894e-01
1.207776304753737789e-01,1.184528190208538334e-01,-9.624289417327725610e-03,3.581839057242377361e-02,-1.735869748875455421e-01,-1.448975533514058056e-01
1.212763464086588638e-01,1.160728637087816428e-01,-9.603263197809059834e-03,3.506272728297105123e-02,-1.708714278928375463e-01,-1.422100742446146815e-01
1.217199982053546597e-01,1.137406263621769803e-01,-9.576470915540733625e-03,3.432304541561118083e-02,-1.681947558180718894e-01,-1.395698516310116266e-01
1.221105416985239500e-01,1.114551569200598891e-01,-9.544234493523597387e-03,3.359892479917145347e-02,-1.655566797355178532e-01,-1.369762023419940078e-01
1.224498782010695619e-01,1.092155237079395630e-01,-9.506861182750349706e-03,3.288996551912716504e-02,-1.629569178571468324e-01,-1.344284465395825801e-01
1.227398574529217079e-01,1.070208131095494453e-01,-9.464644273074265812e-03,3.219579128019615932e-02,-1.603951872878223162e-01,-1.319259064040930740e-01
