1.000000000000000056e-01,-2.000000000000000111e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,-1.992886869063913713e-01,1.929105953223940739e-01,1.883096484929650677e-02,-5.282405808518486623e-02,3.499999999999999778e-01,-1.750000000000000000e+00,1.733266779763192184e-03,1.499999999999999944e-01,-1.499999999999999944e-01,1.499999999999999944e-01,-1.499999999999999944e-01,0.000000000000000000e+00
1.000000000000000056e-01,-1.985773738127827315e-01,1.858211906447881367e-01,3.238354355626160003e-02,1.344950219673722580e-02,5.000000000000000000e-01,-1.899999999999999911e+00,2.796430280228322240e-03,2.999999999999999889e-01,-2.999999999999999889e-01,2.999999999999999889e-01,-2.999999999999999889e-01,0.000000000000000000e+00
1.000000000000000056e-01,-1.978660607191740917e-01,1.787317859671821996e-01,4.192173539394720289e-02,1.418677567991539212e-01,4.678670686925208155e-01,-2.033123451552101280e+00,4.710484382684806612e-03,4.499999999999999556e-01,-4.499999999999999556e-01,4.499999999999999556e-01,-4.499999999999999556e-01,0.000000000000000000e+00
1.000000000000000056e-01,-1.971547476255654519e-01,1.716423812895762624e-01,4.865331400549671031e-02,2.918677567991538879e-01,3.212737797344046298e-01,-2.070351838213783768e+00,5.874763923017202460e-03,5.999999999999999778e-01,-5.999999999999999778e-01,5.999999999999999778e-01,-5.999999999999999778e-01,0.000000000000000000e+00
1.000000000000000056e-01,-1.964434345319568120e-01,1.645529766119703252e-01,5.314114273051979281e-02,4.418677567991539101e-01,1.712737797344046353e-01,-2.023304295240532458e+00,6.392018680141844933e-03,7.500000000000000000e-01,-7.500000000000000000e-01,7.500000000000000000e-01,-7.500000000000000000e-01,0.000000000000000000e+00
1.000000000000000056e-01,-1.957321214383481722e-01,1.574635719343643880e-01,5.582729492897773454e-02,5.918677567991539323e-01,2.127377973440464087e-02,-1.931417567174837702e+00,7.589674002399043017e-03,9.000000000000000222e-01,-9.000000000000000222e-01,9.000000000000000222e-01,-9.000000000000000222e-01,0.000000000000000000e+00
1.000000000000000056e-01,-1.962078342986730284e-01,1.513447138742386178e-01,5.688952487361059740e-02,6.161838667846423201e-01,-4.578323197442919767e-02,-1.939217054964366360e+00,1.009081190447716318e-02,1.050000000000000044e+00,-1.050000000000000044e+00,9.586987129584079170e-01,-1.050000000000000044e+00,0.000000000000000000e+00
1.000000000000000056e-01,-1.968209352379132748e-01,1.453381882655066515e-01,5.686116788063579758e-02,5.668644524264156992e-01,4.646528452001195963e-02,-2.022643495308374284e+00,1.126668365946555811e-02,1.199999999999999956e+00,-1.199999999999999956e+00,1.006830084581456841e+00,-1.199999999999999956e+00,0.000000000000000000e+00
1.000000000000000056e-01,-1.976003434472227149e-01,1.394676402720013142e-01,5.585412322935325719e-02,6.165836091970178234e-01,-7.368814545153742901e-02,-1.984648151856859721e+00,1.154584048088966308e-02,1.349999999999999867e+00,-1.349999999999999867e+00,1.042169766392354813e+00,-1.349999999999999867e+00,0.000000000000000000e+00
1.000000000000000056e-01,-1.983770106985927317e-01,1.335948511923192861e-01,5.397780128917523818e-02,5.392513861768998273e-01,7.631185454846256544e-02,-2.090344228278409933e+00,1.123489623424431087e-02,1.499999999999999778e+00,-1.499999999999999778e+00,1.077720271721277490e+00,-1.499999999999999778e+00,0.000000000000000000e+00
1.000000000000000056e-01,-1.992858296148152797e-01,1.278301131210351493e-01,5.139056594068403677e-02,6.190715281672495296e-01,-7.368814545153742901e-02,-2.010746821985417210e+00,1.044534412619593441e-02,1.649999999999999689e+00,-1.649999999999999689e+00,1.103106199733468795e+00,-1.649999999999999689e+00,0.000000000000000000e+00
1.000000000000000056e-01,-2.003646651283826630e-01,1.222043855178218397e-01,4.825568109818971496e-02,5.405172153507454835e-01,7.631185454846256544e-02,-2.109103018139545593e+00,9.926062270112473440e-03,1.799999999999999600e+00,-1.799999999999999600e+00,1.115415131320621978e+00,-1.799999999999999600e+00,0.000000000000000000e+00
1.000000000000000056e-01,-2.015513724111025473e-01,1.166668569807920858e-01,4.467499222749572035e-02,6.163462837166433506e-01,-7.368814545153742901e-02,-2.027436649796187762e+00,9.070828083457214627e-03,1.949999999999999512e+00,-1.949999999999999512e+00,1.119426998023522302e+00,-1.949999999999999512e+00,0.000000000000000000e+00
1.000000000000000056e-01,-2.028835285910158548e-01,1.112482516524078424e-01,4.077270229871802348e-02,5.383972404754631125e-01,7.631185454846256544e-02,-2.119931393788843987e+00,8.459268042916665703e-03,2.099999999999999645e+00,-2.099999999999999645e+00,1.112251517500751019e+00,-2.099999999999999645e+00,0.000000000000000000e+00
1.000000000000000056e-01,-2.042984384550938504e-01,1.058973081202833344e-01,3.660416499750478864e-02,6.107837504047713972e-01,-7.368814545153742901e-02,-2.038449499596525438e+00,7.639797035576084867e-03,2.249999999999999556e+00,-2.249999999999999556e+00,1.098710954692598385e+00,-2.249999999999999556e+00,0.000000000000000000e+00
1.000000000000000056e-01,-2.058417873778964347e-01,1.006513800628284355e-01,3.225893149460011544e-02,5.346502820705535397e-01,7.572388299465207528e-02,-2.125792204155252829e+00,6.999854936067106438e-03,2.399999999999999467e+00,-2.399999999999999467e+00,1.075291373376800363e+00,-2.399999999999999467e+00,0.000000000000000000e+00
1.000000000000000056e-01,-2.074485825418846685e-01,9.545732748001714563e-02,2.776877715409849234e-02,6.032524697309812334e-01,-7.427611700534791916e-02,-2.046438747641190936e+00,6.261104753615664639e-03,2.549999999999999378e+00,-2.549999999999999378e+00,1.046991761039770763e+00,-2.549999999999999378e+00,0.000000000000000000e+00
1.000000000000000056e-01,-2.091622115904400170e-01,9.035062535905151460e-02,2.318951740306323187e-02,5.293615442547897620e-01,7.178371707246297695e-02,-2.129458500769847440e+00,5.607196799628332354e-03,2.699999999999999289e+00,-2.699999999999999289e+00,1.010474913748182990e+00,-2.699999999999999289e+00,0.000000000000000000e+00
